"Participant","RT","ISI","Response_Type","Trial_Score","Total_Score","Threshold","Valid_Trial","Valid_Trial_Count","Stimulus_Size","Stimulus_X","Stimulus_Y","Stimulus_Orientation"
"S129",0.399625847189331,3.60007405281067,"slow",0,2279,0.368046860790253,TRUE,64,0.549374580383301,-556.753173828125,88.3000030517578,0.530363976955414
"S129",0.386744863565063,2.46295523643494,"slow",0,2279,0.372576354217529,TRUE,65,0.526332259178162,-570.548156738281,76.3585739135742,-0.771290838718414
"S129",-1.32209622388611,3.02189612388611,"early",-100,2179,0.372675639152527,FALSE,65,0,0,0,0
"S129",0.453218307550049,1.37948179244995,"slow",0,2179,0.372675639152527,TRUE,66,0.39818748831749,-368.647003173828,-251.953002929688,0.476697564125061
"S129",0.307135432870483,3.65916466712952,"fast",173,2352,0.372774924087524,TRUE,67,0.425389260053635,-318.662017822266,-47.5476226806641,0.573146522045135
"S129",0.549127646691894,3.34977245330811,"slow",0,2352,0.372675639152527,TRUE,68,0.492714107036591,438.892181396484,-172.847259521484,-0.291869819164276
"S129",0.495347988128662,1.05415201187134,"slow",0,2352,0.372774924087524,TRUE,69,0.692661464214325,-533.116333007812,-26.4621772766113,-0.966061592102051
"S129",0.440267302267456,3.10883259773254,"slow",0,2352,0.374833389663696,TRUE,70,0.528995513916016,-606.724914550781,-352.389892578125,0.995345771312714
"S129",0.40153387184143,3.46466612815857,"slow",0,2352,0.376891855239868,TRUE,71,0.521421313285828,541.599609375,-371.622497558594,-0.909743547439575
"S129",0.429437938308716,2.30366206169128,"slow",0,2352,0.376986940193176,TRUE,72,0.626560032367706,670.885009765625,60.0087738037109,-0.999071002006531
"S129",0.408687183706665,2.84101271629333,"slow",0,2352,0.377082025146485,TRUE,73,0.562235295772552,-659.854370117188,-131.771575927734,0.104006461799145
"S129",0.387061270141602,2.6788387298584,"slow",0,2352,0.377468797329712,TRUE,74,0.301414012908936,-342.438232421875,161.918365478516,-0.0518117137253284
"S129",0.408506231634521,1.87419366836548,"slow",0,2352,0.377855569512939,TRUE,75,0.651229321956635,-456.607086181641,-154.881469726562,-0.636483192443848
"S129",0.409098416519165,3.20710158348083,"slow",0,2352,0.378285856083679,TRUE,76,0.446191787719727,519.058044433594,-146.263671875,0.999372363090515
"S129",0.423514486639404,1.3926854133606,"slow",0,2352,0.378716142654419,TRUE,77,0.356122732162476,-730.890991210938,-73.0411529541016,-0.694280564785004
"S129",0.417040589086914,2.08305931091309,"slow",0,2352,0.380749003573608,TRUE,78,0.519152164459229,-596.507141113281,-119.458023071289,-0.902811229228973
